"country","year","current_account_balance_pct_gdp","govt_gross_debt_pct_gdp","population_millions","unemployment_rate_pct","gdp_per_capita_ppp","gdp_growth_pct","inflation_avg_cpi_pct","inflation_change_pct","region","ihs_inflation","ihs_unemployment","ihs_debt","ihs_gdp_growth"
"Australia",1985,-4.861,50.419,15.901,8.258,28483.28,5.456,6.735,2.775,"Advanced Economies",2.60593141313256,2.80797559291289,4.61361359905357,2.39815753405063
"Austria",1985,-0.23,74.835,7.549,3.6,33671.42,2.243,3.19,-2.475,"Advanced Economies",1.87687658087829,1.99283576493974,5.0084775081994,1.54731128890447
"Belgium",1985,0.799,119.388,9.858,10.117,30948.87,1.652,4.868,-1.48,"Advanced Economies",2.28621689083214,3.00979796814739,5.47554341305213,1.27622522507775
"Canada",1985,-1.659,65.166,25.813,10.508,32770.87,4.738,3.951,-0.388,"Advanced Economies",2.08275927816796,3.04754052375907,4.87014390640914,2.25971725647278
"Cyprus",1985,-6.904,47.717,0.541,3.3,19118.05,4.746,5.034,-0.958,"Advanced Economies",2.31908458348998,1.90927401401634,4.55854468883914,2.26136800278779
"Denmark",1985,-4.416,69.879,5.111,6.617,36659.28,4.005,4.662,-1.681,"Advanced Economies",2.24390076719869,2.58845074340882,4.93996354879738,2.09592451258776
"Finland",1985,-1.434,15.837,4.894,6.049,28480.52,3.537,5.82,-1.18,"Advanced Economies",2.46174768656006,2.49980356475912,3.45649143624415,1.97583578906706
"France",1985,-0.063,30.699,55.157,8.7,30309.25,1.623,5.831,-1.843,"Advanced Economies",2.46360871674459,2.85975690734739,4.11764242792599,1.26111064714492
"Germany",1985,2.662,109.54,76.166,8.124,32529.23,2.192,2.084,-0.312,"Advanced Economies",1.48058245908352,2.79173639581855,5.38945779431385,1.52634507422405
"Greece",1985,-6.834,46.621,9.92,7.8,23409.81,2.513,19.315,0.859000000000002,"Advanced Economies",3.65469862101446,2.75135495425924,4.53531326503991,1.65204843327842
"Hong Kong SAR, China",1985,7.318,43.092,5.5,3.182,20572.07,0.715,3.556,-4.993,"Advanced Economies",1.98099213393549,1.87448083292258,4.45661914991832,0.66491174460193
"Iceland",1985,-3.849,32.017,0.241,0.906,31867.51,3.293,32.376,3.206,"Advanced Economies",4.17080300573231,0.813320052931445,4.15965798455959,1.90724198780776
"Ireland",1985,-3.271,35.158,3.567,17.7,21421.71,1.947,5.468,-3.168,"Advanced Economies",2.4003186117832,3.56750884936513,4.2532015590759,1.41967876741444
"Italy",1985,-1.224,99.259,56.588,8.167,31633.7,2.798,8.969,-1.771,"Advanced Economies",2.8900147714993,2.79697605817869,5.29090514981023,1.75255601516821
"Japan",1985,3.516,68.31,120.8,2.625,26401.92,5.16,2.038,-0.213,"Advanced Economies",1.46050157242319,1.69268022791989,4.91725692114074,2.343343669978
"Korea, Rep.",1985,-2.15,73.896,40.806,4.025,8050.48,7.839,2.46,0.186,"Advanced Economies",1.63227219252705,2.10075817185656,4.99585165906352,2.75630220408584
